"time_period","time_identifier","geographic_level","country_code","country_name","version","establishment_type","qualification_type","subject","gender","admission_type","religious_denomination","grade","number_achieving","percentage_achieving"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Girls","selective schools","Total","9 to 1","1564","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Total","selective schools","Total","9 to 1","2253","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Boys","Total","Church of England","9 to 1","1039","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Girls","Total","Church of England","9 to 1","1484","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Total","Total","Church of England","9 to 1","2523","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Boys","Total","Jewish","9 to 1","45","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Girls","Total","Jewish","9 to 1","99","95"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Total","Total","Jewish","9 to 1","144","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Girls","Total","Muslim","9 to 1","61","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Total","Total","Muslim","9 to 1","61","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Boys","Total","No religious character","9 to 1","17674","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Girls","Total","No religious character","9 to 1","24037","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Total","Total","No religious character","9 to 1","41711","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Boys","Total","Other Christian faith","9 to 1","304","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Girls","Total","Other Christian faith","9 to 1","359","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Total","Total","Other Christian faith","9 to 1","663","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Boys","Total","Roman catholic","9 to 1","1371","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Girls","Total","Roman catholic","9 to 1","2624","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Total","Total","Roman catholic","9 to 1","3995","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 1","20434","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 1","28664","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 1","49098","98"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 1","9","90"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 1","15","100"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 1","24","96"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 4","8596","53"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 4","16516","73"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 4","25112","65"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 4","749","84"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 4","1864","95"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 4","2613","92"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 4","11750","53"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 4","23125","74"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 4","34875","66"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 4","58","29"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 4","23","33"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 4","81","30"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 4","10990","52"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 4","21251","73"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 4","32241","64"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 4","31","21"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 4","6","20"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 4","37","21"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 4","6886","57"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 4","13338","77"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 4","20224","69"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 4","0","0"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 4","0","0"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 4","321","50"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 4","521","68"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 4","842","60"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 4","722","86"
